Abs Error Mean (peak 1) ms,Abs Error Std (peak 1) ms,Abs Error Mean (Mid pt) ms,Abs Error Std (Mid pt) ms,Abs Error Mean (peak 2) ms,Abs Error Std (peak 2) ms
10.858162,9.74173,11.2249775,12.194097,20.21492,21.591616
